timestamp,PV (kWh),Load (kWh),price (cents/kWh)
06082013 5:00,0,2373,24.24
06082013 6:00,0,2536,27.32
06082013 7:00,0.22275,2805,27.73
06082013 8:00,149.0789465,3073,34.97
06082013 9:00,890.465587,3242,38.4
06082013 10:00,2006.1639675,3327,40.53
06082013 11:00,2817.358302,3338,42.96
06082013 12:00,3153.036436,3295,44.08
06082013 13:00,3468.5627515,3251,45.21
06082013 14:00,3417.793522,3207,45.22
06082013 15:00,2982.5809695,3191,45.45
06082013 16:00,2188.1983805,3217,48.35
06082013 17:00,837.5809695,3262,46.23
06082013 18:00,1.224696,3219,44.31
06082013 19:00,0,3170,44.12
06082013 20:00,0,3180,44.66
06082013 21:00,0,3072,43.62
06082013 22:00,0,2818,41.23
06082013 23:00,0,2572,36.98
06092013 0:00,0,2384,38.87
06092013 1:00,0,2258,32.47
06092013 2:00,0,2205,27.31
06092013 3:00,0,2172,25.14
06092013 4:00,0,2183,24.37
06092013 5:00,0,2208,23.35
06092013 6:00,0,2362,23.27
06092013 7:00,0,2621,24.47
06092013 8:00,15.141698,2906,28.34
06092013 9:00,214.878543,3097,33.4
06092013 10:00,724.240891,3203,36.65
06092013 11:00,750.1821855,3238,41.15
06092013 12:00,622.257086,3226,45.15
06092013 13:00,546.548585,3188,46.33
06092013 14:00,506.0222695,3158,46.33
06092013 15:00,170.2327935,3167,47.48
06092013 16:00,94.635629,3244,49.24
06092013 17:00,19.8178145,3328,48
06092013 18:00,0,3363,45
06092013 19:00,0,3348,45.35
06092013 20:00,0,3370,46.43
06092013 21:00,0,3245,45.7
06092013 22:00,0,2906,42.4
06092013 23:00,0,2613,39.48
06102013 0:00,0,2424,35.8
06102013 1:00,0,2325,32.59
06102013 2:00,0,2293,28.55
06102013 3:00,0,2283,28.22
06102013 4:00,0,2364,28.22
06102013 5:00,0,2564,28.55
06102013 6:00,0,2966,36.04
06102013 7:00,0,3272,36.51
06102013 8:00,144.9595125,3414,42.61
06102013 9:00,337.2368395,3503,45.21
06102013 10:00,1195.192306,3589,49.11
06102013 11:00,2035.3340095,3611,51.19
06102013 12:00,3705.485828,3607,51.97
06102013 13:00,4052.2975735,3627,54.65
06102013 14:00,4113.6437265,3584,56.67
06102013 15:00,3681.882589,3536,58.92
06102013 16:00,2726.174088,3529,59.36
06102013 17:00,817.7631605,3585,54.73
06102013 18:00,1.447369,3597,49.44
06102013 19:00,0,3559,48.03
06102013 20:00,0,3531,47.52
06102013 21:00,0,3304,44.88
06102013 22:00,0,2954,40.1
06102013 23:00,0,2649,38.1
06112013 0:00,0,2443,33.33
06112013 1:00,0,2361,29.52
06112013 2:00,0,2312,27.41
06112013 3:00,0,2303,25.09
06112013 4:00,0,2372,25.93
06112013 5:00,0,2596,28.36
06112013 6:00,0,3000,34.73
06112013 7:00,0,3286,36.1
06112013 8:00,27.5,3401,44.48
06112013 9:00,127.3684225,3484,47.3
06112013 10:00,635.5060745,3551,52.13
06112013 11:00,1088.8663995,3561,54.46
06112013 12:00,837.914979,3538,54.9
06112013 13:00,652.5404875,3531,58.84
06112013 14:00,368.0769235,3499,60.66
06112013 15:00,285.68826,3469,64.67
06112013 16:00,128.1477725,3515,66.59
06112013 17:00,30.394738,3570,59
06112013 18:00,0.1111,3564,54.38
06112013 19:00,0,3528,51.36
06112013 20:00,0,3470,51.75
06112013 21:00,0,3260,48.61
06112013 22:00,0,2932,41.99
06112013 23:00,0,2660,35.35
06122013 0:00,0,2470,31.37
06122013 1:00,0,2384,28.38
06122013 2:00,0,2327,25.17
06122013 3:00,0,2334,23.16
06122013 4:00,0,2427,23.14
06122013 5:00,0,2636,23.12
06122013 6:00,0,3036,33.86
06122013 7:00,0,3311,34.16
06122013 8:00,139.392715,3429,39.05
06122013 9:00,816.3157915,3501,45.99
06122013 10:00,2084.5445335,3556,48.63
06122013 11:00,2433.582998,3589,51.07
06122013 12:00,3006.1842085,3556,52.95
06122013 13:00,3953.87652,3554,52.95
06122013 14:00,3946.1943345,3517,54.55
06122013 15:00,1977.773281,3485,55.81
06122013 16:00,1294.6153825,3479,57.57
06122013 17:00,100.4250995,3491,55.31
06122013 18:00,1.892715,3502,51.69
06122013 19:00,0,3450,49.89
06122013 20:00,0,3457,48.31
06122013 21:00,0,3310,44.09
06122013 22:00,0,2999,37.08
06122013 23:00,0,2700,34.3
06132013 00:00,0,2499,29.82
06132013 01:00,0,2380,28.32
06132013 02:00,0,2320,24.66
06132013 03:00,0,2319,22.93
06132013 04:00,0,2406,22.95
06132013 05:00,0,2607,21.91
06132013 06:00,0,3002,33.69
06132013 07:00,0,3286,34.59
06132013 08:00,97.085021,3402,40.64
06132013 09:00,894.585021,3485,48.43
06132013 10:00,1532.206478,3548,51.34
06132013 11:00,1106.568826,3562,51.87
06132013 12:00,1173.927128,3545,51.84
06132013 13:00,1142.864371,3565,52.5
06132013 14:00,1015.829958,3518,53.09
06132013 15:00,1936.912956,3478,51.05
06132013 16:00,1451.2651835,3493,50.66
06132013 17:00,582.84413,3501,49.33
06132013 18:00,2.672065,3485,46.49
06132013 19:00,0,3446,44.13
06132013 20:00,0,3465,48.31
06132013 21:00,0,3298,40.08
06132013 22:00,0,2978,37.68
06132013 23:00,0,2666,31.84
06142013 00:00,0,2487,29.35
06142013 01:00,0,2384,26.96
06142013 02:00,0,2332,24.12
06142013 03:00,0,2309,21.96
06142013 04:00,0,2387,21.93
06142013 05:00,0,2581,22.57
06142013 06:00,0,2972,31.3
06142013 07:00,0.1111,3266,32.42
06142013 08:00,91.963564,3399,32.82
06142013 09:00,1014.827935,3468,34.85
06142013 10:00,2296.3056655,3525,39.33
06142013 11:00,3904.22065,3543,42.29
06142013 12:00,3937.5101205,3530,43.71
06142013 13:00,4255.8198375,3537,44.91
06142013 14:00,4134.5749005,3516,46.69
06142013 15:00,3767.054654,3495,45.75
06142013 16:00,2915.3340095,3491,45.55
06142013 17:00,971.4068815,3467,44
06142013 18:00,4.0080975,3412,36.65
06142013 19:00,0,3345,36.29
06142013 20:00,0,3380,35.34
06142013 21:00,0,3306,32.78
06142013 22:00,0,3019,31.93
06142013 23:00,0,2701,28.79
06152013 00:00,0,2495,28.55
06152013 01:00,0,2367,25.78
06152013 02:00,0,2295,22.22
06152013 03:00,0,2270,21.78
06152013 04:00,0,2275,21.65
06152013 05:00,0,2312,22.1
06152013 06:00,0,2525,24.59
06152013 07:00,0.1111,2806,25.45
06152013 08:00,63.1275315,3063,29.44
06152013 09:00,265.4250995,3189,32.35
06152013 10:00,426.417002,3236,36.55
06152013 11:00,1141.7510115,3242,39.74
06152013 12:00,2316.4574895,3212,40.15
06152013 13:00,3853.896761,3172,40.04
06152013 14:00,3918.917002,3146,38.85
06152013 15:00,3619.979759,3154,38.5
06152013 16:00,2727.5101205,3203,41.36
06152013 17:00,1084.7469655,3248,38.41
06152013 18:00,4.342107,3245,37.93
06152013 19:00,0,3197,38.03
06152013 20:00,0,3201,39.35
06152013 21:00,0,3152,39.27
06152013 22:00,0,2901,38.02
06152013 23:00,0,2635,32.67
06162013 00:00,0,2422,34.02
06162013 01:00,0,2291,28.26
06162013 02:00,0,2224,24.82
06162013 03:00,0,2203,22.9
06162013 04:00,0,2205,21.59
06162013 05:00,0,2204,21.33
06162013 06:00,0,2350,21.55
06162013 07:00,0,2612,22.49
06162013 08:00,42.864371,2876,26.25
06162013 09:00,261.9736845,3066,28.95
06162013 10:00,635.7287475,3153,32.17
06162013 11:00,2213.0263155,3186,32.44
06162013 12:00,3754.2510115,3194,34.25
06162013 13:00,4053.744937,3166,35.97
06162013 14:00,4080.68826,3139,38.05
06162013 15:00,3704.8178145,3149,37.77
06162013 16:00,2864.0080975,3226,40.87
06162013 17:00,1062.3684225,3331,37.51
06162013 18:00,3.451415,3333,35.44
06162013 19:00,0,3300,35.28
06162013 20:00,0,3337,37.55
06162013 21:00,0,3193,38.41
06162013 22:00,0,2895,35
06162013 23:00,0,2623,32.31
06172013 00:00,0,2470,33.8
06172013 01:00,0,2384,34.24
06172013 02:00,0,2336,30.17
06172013 03:00,0,2330,27.4
06172013 04:00,0,2395,27.22
06172013 05:00,0,2568,29.29
06172013 06:00,0,2999,33.37
06172013 07:00,0.1111,3349,35.48
06172013 08:00,104.878543,3551,42.09
06172013 09:00,937.7834015,3694,45.25
06172013 10:00,2148.7854245,3819,48.05
06172013 11:00,3094.6963575,3883,49.32
06172013 12:00,3815.5971645,3904,50.51
06172013 13:00,2463.1983805,3936,51.7
06172013 14:00,3861.8016195,3914,54.01
06172013 15:00,2114.2712525,3860,58.36
06172013 16:00,1180.495954,3792,58.97
06172013 17:00,858.9574895,3762,53.08
06172013 18:00,11.244937,3711,49.54
06172013 19:00,0,3656,47.87
06172013 20:00,0,3623,47.1
06172013 21:00,0,3468,45.27
06172013 22:00,0,3129,45.07
06172013 23:00,0,2810,40
06182013 00:00,0,2587,41.48
06182013 01:00,0,2462,37.32
06182013 02:00,0,2403,33.27
06182013 03:00,0,2386,30.03
06182013 04:00,0,2449,29.91
06182013 05:00,0,2632,31.98
06182013 06:00,0,3008,34.96
06182013 07:00,0.22275,3336,35.54
06182013 08:00,87.398784,3495,41.74
06182013 09:00,920.9716615,3575,47.34
06182013 10:00,2163.036436,3663,48.98
06182013 11:00,3113.066803,3685,50.32
06182013 12:00,3722.965587,3649,50.87
06182013 13:00,4035.931174,3621,51.47
06182013 14:00,3954.5445335,3574,52.13
06182013 15:00,3559.635629,3529,53.8
06182013 16:00,2795.0910955,3521,54.85
06182013 17:00,1136.072872,3542,51.56
06182013 18:00,6.9028355,3535,48.95
06182013 19:00,0,3474,47.45
06182013 20:00,0,3442,47.78
06182013 21:00,0,3289,44.64
06182013 22:00,0,2961,40.67
06182013 23:00,0,2672,36.13
06192013 00:00,0,2479,33.74
06192013 01:00,0,2378,30.58
06192013 02:00,0,2324,28.31
06192013 03:00,0,2301,26.71
06192013 04:00,0,2368,27.02
06192013 05:00,0,2544,28.42
06192013 06:00,0,2909,33.47
06192013 07:00,0.33385,3214,33.92
06192013 08:00,83.3906865,3361,39.25
06192013 09:00,875.657893,3461,46.64
06192013 10:00,2193.3198375,3554,47.68
06192013 11:00,3119.7469655,3575,49.5
06192013 12:00,3699.362348,3578,49.79
06192013 13:00,4008.9878565,3605,50.42
06192013 14:00,4075.2327935,3604,50.72
06192013 15:00,3658.0566825,3599,50.75
06192013 16:00,2846.417002,3600,51.03
06192013 17:00,1175.0404875,3589,49.11
06192013 18:00,7.570849,3550,47.41
06192013 19:00,0,3482,45.32
06192013 20:00,0,3477,45.55
06192013 21:00,0,3365,40.02
06192013 22:00,0,3025,36.47
06192013 23:00,0,2716,33.28
06202013 00:00,0,2488,32.09
06202013 01:00,0,2341,28.09
06202013 02:00,0,2275,25.42
06202013 03:00,0,2268,23.63
06202013 04:00,0,2334,22.91
06202013 05:00,0,2513,23.54
06202013 06:00,0,2869,31.91
06202013 07:00,0.33385,3187,33.62
06202013 08:00,96.1943345,3370,34.81
06202013 09:00,947.2469655,3482,37.47
06202013 10:00,2169.605262,3570,47.68
06202013 11:00,3189.8886635,3624,48.51
06202013 12:00,3814.929151,3630,49.23
06202013 13:00,4048.066803,3654,49.26
06202013 14:00,4044.949392,3646,49.45
06202013 15:00,3680.43522,3635,50.76
06202013 16:00,2882.601216,3632,49.76
06202013 17:00,1167.692306,3620,49.3
06202013 18:00,7.6821855,3581,47.6
06202013 19:00,0,3515,44.72
06202013 20:00,0,3516,38.88
06202013 21:00,0,3432,37.84
06202013 22:00,0,3089,34.83
06202013 23:00,0,2766,32.83
06212013 00:00,0,2544,31.12
06212013 01:00,0,2423,28.23
06212013 02:00,0,2353,24.55
06212013 03:00,0,2334,22.12
06212013 04:00,0,2395,22.64
06212013 05:00,0,2562,22.55
06212013 06:00,0,2927,32.57
06212013 07:00,0.22275,3259,33.93
06212013 08:00,108.775304,3468,37.67
06212013 09:00,956.8218605,3596,43.44
06212013 10:00,2167.2672065,3714,45.56
06212013 11:00,3197.793522,3769,47.07
06212013 12:00,3731.427128,3772,47.81
06212013 13:00,2464.8684225,3814,48.67
06212013 14:00,1587.651824,3808,50.42
06212013 15:00,1708.0060745,3809,49.77
06212013 16:00,557.348176,3821,51.67
06212013 17:00,163.2186215,3803,48.38
06212013 18:00,1.3360325,3742,44.19
06212013 19:00,0,3642,41.28
06212013 20:00,0,3610,40.02
06212013 21:00,0,3549,38.47
06212013 22:00,0,3210,36.82
06212013 23:00,0,2880,31.88
06222013 00:00,0,2628,35.37
06222013 01:00,0,2489,29.93
06222013 02:00,0,2408,26.59
06222013 03:00,0,2375,25.17
06222013 04:00,0,2382,24.25
06222013 05:00,0,2419,24.59
06222013 06:00,0,2605,26.45
06222013 07:00,0.22275,2893,28.41
06222013 08:00,108.6639675,3174,31.62
06222013 09:00,898.481782,3370,34.3
06222013 10:00,2164.261132,3497,39.38
06222013 11:00,2257.672065,3568,43.62
06222013 12:00,3359.4534435,3614,44.68
06222013 13:00,4004.4230765,3621,46
06222013 14:00,3928.603239,3613,46.13
06222013 15:00,3574.4433175,3620,50.07
06222013 16:00,2822.034413,3663,50.65
06222013 17:00,1238.3906865,3696,46.78
06222013 18:00,9.463564,3684,43.49
06222013 19:00,0,3618,40.94
06222013 20:00,0,3617,40.97
06222013 21:00,0,3502,41.86
06222013 22:00,0,3211,37.4
06222013 23:00,0,2925,33
06232013 00:00,0,2709,36.1
06232013 01:00,0,2577,31.27
06232013 02:00,0,2495,28.5
06232013 03:00,0,2449,26.64
06232013 04:00,0,2444,26.22
06232013 05:00,0,2462,24.04
06232013 06:00,0,2596,24.36
06232013 07:00,0.4455,2841,28.34
06232013 08:00,121.912956,3124,30.82
06232013 09:00,993.117411,3356,34.07
06232013 10:00,2236.518218,3527,40.68
06232013 11:00,3206.3663995,3634,45.26
06232013 12:00,3714.726719,3708,48.15
06232013 13:00,3746.9028355,3782,51.61
06232013 14:00,3604.504046,3849,52.71
06232013 15:00,3387.176111,3928,53.89
06232013 16:00,2221.8218605,4008,55.13
06232013 17:00,613.3502045,4064,54.28
06232013 18:00,6.12348,4046,50.55
06232013 19:00,0,3977,49.76
06232013 20:00,0,3930,47.88
06232013 21:00,0,3763,50.68
06232013 22:00,0,3418,44.16
06232013 23:00,0,3125,37.71
06242013 00:00,0,2917,38.21
06242013 01:00,0,2799,33.66
06242013 02:00,0,2748,30.81
06242013 03:00,0,2731,29.29
06242013 04:00,0,2813,30.2
06242013 05:00,0,2996,32.49
06242013 06:00,0,3401,37.17
06242013 07:00,0.6680135,3838,48.54
06242013 08:00,162.550608,4165,52.05
06242013 09:00,647.085021,4403,52.99
06242013 10:00,1204.5445335,4619,56.7
06242013 11:00,2560.5060745,4736,61
06242013 12:00,3721.072872,4782,70.58
06242013 13:00,3934.726719,4838,76.75
06242013 14:00,2165.485828,4850,94.74
06242013 15:00,1667.479759,4853,100.77
06242013 16:00,864.0789465,4836,113.37
06242013 17:00,637.84413,4802,96.91
06242013 18:00,13.360325,4666,74.8
06242013 19:00,0,4518,65.9
06242013 20:00,0,4428,63.91
06242013 21:00,0,4196,62.8
06242013 22:00,0,3765,54
06242013 23:00,0,3409,48.65
06252013 00:00,0,3133,37.67
06252013 01:00,0,2981,32.46
06252013 02:00,0,2899,31.35
06252013 03:00,0,2864,31.07
06252013 04:00,0,2915,31.01
06252013 05:00,0,3070,32.25
06252013 06:00,0,3466,36.66
06252013 07:00,0,3856,44
06252013 08:00,58.2287475,4135,50.77
06252013 09:00,929.7672065,4353,55.25
06252013 10:00,1517.398784,4557,63.33
06252013 11:00,2396.7307705,4685,69.77
06252013 12:00,1504.038459,4766,81
06252013 13:00,1415.5263155,4833,94.87
06252013 14:00,1335.4757075,4840,102.8
06252013 15:00,793.7145755,4819,121.02
06252013 16:00,1526.639675,4776,131
06252013 17:00,785.364371,4699,111
06252013 18:00,8.238868,4584,75.05
06252013 19:00,0,4465,67.06
06252013 20:00,0,4322,63.99
06252013 21:00,0,4071,63.18
06252013 22:00,0,3698,58.48
06252013 23:00,0,3347,45.39
06262013 00:00,0,3103,39.89
06262013 01:00,0,2964,34.43
06262013 02:00,0,2876,32.35
06262013 03:00,0,2839,30.73
06262013 04:00,0,2895,31.05
06262013 05:00,0,3058,32.43
06262013 06:00,0,3450,39.45
06262013 07:00,0.5566825,3829,44
06262013 08:00,185.8198375,4049,50.18
06262013 09:00,1022.621457,4210,55.55
06262013 10:00,2098.3502045,4343,60.5
06262013 11:00,3235.8704455,4351,70.52
06262013 12:00,3926.0425105,4310,82.26
06262013 13:00,4232.327935,4299,95.44
06262013 14:00,4145.931174,4219,110
06262013 15:00,1140.3036425,4140,123.76
06262013 16:00,1343.0465565,4092,124.95
06262013 17:00,633.1680135,4071,107.26
06262013 18:00,12.8036425,4020,75.21
06262013 19:00,0,3926,65.55
06262013 20:00,0,3836,63.77
06262013 21:00,0,3665,63.46
06262013 22:00,0,3320,54.99
06262013 23:00,0,3001,47.27
06272013 00:00,0,2784,35.58
06272013 01:00,0,2654,32.31
06272013 02:00,0,2586,30.39
06272013 03:00,0,2553,28.79
06272013 04:00,0,2614,29.61
06272013 05:00,0,2813,30.16
06272013 06:00,0,3137,33.14
06272013 07:00,0.22275,3454,38.72
06272013 08:00,66.0222695,3643,47.12
06272013 09:00,425.637652,3768,57
06272013 10:00,873.3198375,3851,58.59
06272013 11:00,1177.15587,3891,63.08
06272013 12:00,3281.295545,3897,64.96
06272013 13:00,4111.639675,3928,70.45
06272013 14:00,4028.6943345,3903,75.55
06272013 15:00,3683.107285,3870,84.16
06272013 16:00,2943.6133595,3856,81.51
06272013 17:00,1390.141698,3858,67.38
06272013 18:00,17.5910955,3830,68.33
06272013 19:00,0,3797,62.09
06272013 20:00,0,3785,60.57
06272013 21:00,0,3598,58.14
06272013 22:00,0,3252,53.94
06272013 23:00,0,2955,38.17
06282013 00:00,0,2752,33.44
06282013 01:00,0,2597,30.99
06282013 02:00,0,2522,27.54
06282013 03:00,0,2495,24.95
06282013 04:00,0,2549,25.26
06282013 05:00,0,2734,26.44
06282013 06:00,0,3056,31.99
06282013 07:00,0.77935,3363,33.46
06282013 08:00,151.862348,3555,41.82
06282013 09:00,1023.9574895,3691,44.64
06282013 10:00,2243.1983805,3775,47.88
06282013 11:00,3259.139675,3820,49.2
06282013 12:00,3496.396761,3775,53.79
06282013 13:00,3909.898784,3784,55.77
06282013 14:00,4195.030367,3748,56.5
06282013 15:00,1182.5,3712,68.31
06282013 16:00,177.358302,3718,67.35
06282013 17:00,70.809717,3772,56.49
06282013 18:00,1.447369,3739,53.3
06282013 19:00,0,3678,49.91
06282013 20:00,0,3637,49.01
06282013 21:00,0,3492,48.17
06282013 22:00,0,3188,44
06282013 23:00,0,2895,36.87
06292013 00:00,0,2669,36.23
06292013 01:00,0,2555,31.2
06292013 02:00,0,2485,27.45
06292013 03:00,0,2452,25.69
06292013 04:00,0,2466,24.9
06292013 05:00,0,2544,24.4
06292013 06:00,0,2712,25.96
06292013 07:00,0.8906865,2984,27.72
06292013 08:00,125.030367,3281,33.04
06292013 09:00,1041.882589,3529,36.92
06292013 10:00,2290.6275315,3664,41.3
06292013 11:00,3245.8906865,3712,42.65
06292013 12:00,3975.364371,3728,44.89
06292013 13:00,4342.105262,3744,45.31
06292013 14:00,4325.8502045,3759,45.34
06292013 15:00,3954.9898795,3774,46.54
06292013 16:00,3122.530367,3819,48.71
06292013 17:00,1364.534413,3853,45.15
06292013 18:00,21.8218605,3822,43.63
06292013 19:00,0,3735,41.42
06292013 20:00,0,3700,43.35
06292013 21:00,0,3619,46.2
06292013 22:00,0,3335,44
06292013 23:00,0,3033,42.5
06302013 00:00,0,2796,34.49
06302013 01:00,0,2656,29.64
06302013 02:00,0,2569,29.29
06302013 03:00,0,2527,26.05
06302013 04:00,0,2511,24.45
06302013 05:00,0,2526,24.11
06302013 06:00,0,2667,24.8
06302013 07:00,1.002023,2927,27.88
06302013 08:00,247.054654,3275,30.81
06302013 09:00,937.004046,3556,34.77
06302013 10:00,2186.5283385,3741,38.46
06302013 11:00,2789.0789465,3884,41.12
06302013 12:00,4027.135629,3962,44.01
06302013 13:00,4357.5809695,3984,45.25
06302013 14:00,4161.518218,3980,45.28
06302013 15:00,2247.651824,4007,45.94
06302013 16:00,2419.22065,4051,46.42
06302013 17:00,544.433197,4120,45.08
06302013 18:00,5.34413,4093,43.53
06302013 19:00,0,4011,41.16
06302013 20:00,0,3970,43.23
06302013 21:00,0,3817,45.82
06302013 22:00,0,3467,39.82
06302013 23:00,0,3143,36.55
07012013 0:00,0,2923,36.46
07012013 1:00,0,2790,30.63
07012013 2:00,0,2726,29.66
07012013 3:00,0,2710,27.52
07012013 4:00,0,2773,27.37
07012013 5:00,0,2930,28.6
07012013 6:00,0,3293,32.51
07012013 7:00,0.6680135,3674,36.81
07012013 8:00,146.963564,3928,41.99
07012013 9:00,1048.2287475,4112,45.77
07012013 10:00,2299.8684225,4235,49.43
07012013 11:00,3376.2651835,4271,50.89
07012013 12:00,4043.0566825,4293,52.82
07012013 13:00,4337.5404875,4281,53.61
07012013 14:00,4286.6599215,4220,62.65
07012013 15:00,3061.518218,4173,61
07012013 16:00,2878.704455,4171,60.63
07012013 17:00,1334.4736845,4204,56.18
07012013 18:00,11.5789465,4194,50.02
07012013 19:00,0,4141,49.95
07012013 20:00,0,4105,50.33
07012013 21:00,0,3881,46.19
07012013 22:00,0,3503,41.29
07012013 23:00,0,3186,36.98
07022013 0:00,0,2953,35.14
07022013 1:00,0,2813,31.22
07022013 2:00,0,2732,27.81
07022013 3:00,0,2732,26.32
07022013 4:00,0,2749,26.86
07022013 5:00,0,2947,28.32
07022013 6:00,0,3283,34.76
07022013 7:00,1.1133595,3632,37
07022013 8:00,130.151824,3853,41.89
07022013 9:00,1083.410933,3981,45.79
07022013 10:00,2374.3522275,4060,50.5
07022013 11:00,3294.3218605,4090,51.64
07022013 12:00,3926.153847,4094,55.76
07022013 13:00,3427.813763,4078,59.09
07022013 14:00,3564.089067,4025,60.8
07022013 15:00,1772.8036425,3969,62.93
07022013 16:00,1410.6275315,3941,63.23
07022013 17:00,675.364371,3944,60.3
07022013 18:00,12.358302,3908,56.22
07022013 19:00,0,3834,50.38
07022013 20:00,0,3778,48.54
07022013 21:00,0,3582,48.4
07022013 22:00,0,3244,45.84
07022013 23:00,0,2925,42.12
07032013 0:00,0,2713,32.16
07032013 1:00,0,2591,29.6
07032013 2:00,0,2527,27.03
07032013 3:00,0,2508,26.04
07032013 4:00,0,2572,26.36
07032013 5:00,0,2766,27.73
07032013 6:00,0,3076,32.69
07032013 7:00,0.6680135,3414,34.91
07032013 8:00,245.607285,3683,40.96
07032013 9:00,1200.981782,3868,45.42
07032013 10:00,2467.206478,4008,51.96
07032013 11:00,2107.9250995,4110,53.58
07032013 12:00,1535.5465565,4191,56.31
07032013 13:00,3776.963564,4285,64.53
07032013 14:00,2718.825912,4337,68.47
07032013 15:00,1533.5425105,4376,74.87
07032013 16:00,3464.1093135,4415,75.01
07032013 17:00,1042.327935,4368,67.54
07032013 18:00,35.6275315,4374,58.22
07032013 19:00,0,4267,56.63
07032013 20:00,0,4224,49.91
07032013 21:00,0,4103,49.84
07032013 22:00,0,3787,43.39
07032013 23:00,0,3415,41.53
07042013 0:00,0,3106,39.29
07042013 1:00,0,2933,31.85
07042013 2:00,0,2833,26.91
07042013 3:00,0,2768,24.9
07042013 4:00,0,2766,24.8
07042013 5:00,0,2803,24.63
07042013 6:00,0,2984,27.94
07042013 7:00,0.6680135,3322,30.35
07042013 8:00,118.1275315,3726,32.97
07042013 9:00,998.3502045,4039,38.86
07042013 10:00,2017.6315775,4235,45.96
07042013 11:00,2949.7368395,4345,50.29
07042013 12:00,3992.176111,4393,52
07042013 13:00,3669.412956,4404,59.61
07042013 14:00,2285.5060745,4413,63.19
07042013 15:00,716.1133595,4453,73.77
07042013 16:00,603.552631,4502,77.67
07042013 17:00,285.020241,4544,70.25
07042013 18:00,7.348176,4500,57.26
07042013 19:00,0,4377,52.86
07042013 20:00,0,4307,51.65
07042013 21:00,0,4167,50.73
07042013 22:00,0,3954,45.55
07042013 23:00,0,3659,40.11
07052013 0:00,0,3376,40.99
07052013 1:00,0,3205,34.7
07052013 2:00,0,3074,31.35
07052013 3:00,0,3007,29.44
07052013 4:00,0,3016,29.86
07052013 5:00,0,3086,30.9
07052013 6:00,0,3386,35.65
07052013 7:00,0.8906865,3799,41.4
07052013 8:00,175.3542505,4172,45.19
07052013 9:00,693.62348,4491,48.96
07052013 10:00,1167.358302,4703,57.29
07052013 11:00,3127.206478,4812,60.02
07052013 12:00,3960.77935,4879,62.06
07052013 13:00,4141.3663995,4886,69.81
07052013 14:00,2742.0951415,4888,73.95
07052013 15:00,2794.4230765,4884,86.46
07052013 16:00,2246.6497955,4900,90.77
07052013 17:00,1777.813763,4893,69.62
07052013 18:00,52.550608,4834,59.19
07052013 19:00,0,4671,59.51
07052013 20:00,0,4620,58.05
07052013 21:00,0,4487,53.94
07052013 22:00,0,4167,50.59
07052013 23:00,0,3789,47.37
07062013 0:00,0,3465,47.09
07062013 1:00,0,3271,40.72
07062013 2:00,0,3144,35.44
07062013 3:00,0,3073,33.85
07062013 4:00,0,3060,32.62
07062013 5:00,0,3071,30.52
07062013 6:00,0,3260,31.21
07062013 7:00,0.6680135,3629,34.83
07062013 8:00,142.06478,4051,39.25
07062013 9:00,1070.273281,4343,45.74
07062013 10:00,2690.101216,4486,53.34
07062013 11:00,3815.708501,4541,58.11
07062013 12:00,4343.775304,4545,59.92
07062013 13:00,4607.307694,4515,63.35
07062013 14:00,4571.791499,4504,66.7
07062013 15:00,4151.9433175,4507,72.54
07062013 16:00,3305.121457,4541,75.15
07062013 17:00,728.2489885,4572,64.64
07062013 18:00,23.4919025,4520,59.18
07062013 19:00,0,4409,56.84
07062013 20:00,0,4333,55.09
07062013 21:00,0,4215,53.34
07062013 22:00,0,3891,49.87
07062013 23:00,0,3523,45.23
07072013 0:00,0,3211,50.1
07072013 1:00,0,3022,45.24
07072013 2:00,0,2896,38.96
07072013 3:00,0,2825,37.35
07072013 4:00,0,2790,37.16
07072013 5:00,0,2772,35.14
07072013 6:00,0,2900,28.67
07072013 7:00,1.5587055,3177,35.47
07072013 8:00,163.6639675,3563,40.19
07072013 9:00,1151.6599215,3882,46.51
07072013 10:00,2399.514172,4054,53.92
07072013 11:00,3373.927128,4161,57.97
07072013 12:00,4040.1619445,4246,59.47
07072013 13:00,4373.6133595,4336,66.08
07072013 14:00,4314.827935,4382,70
07072013 15:00,3947.7530345,4448,71.83
07072013 16:00,3206.7004035,4501,73.17
07072013 17:00,1714.463564,4542,68.42
07072013 18:00,77.15587,4514,61.82
07072013 19:00,0,4412,58.53
07072013 20:00,0,4394,58.53
07072013 21:00,0,4231,57.11
07072013 22:00,0,3853,53.39
07072013 23:00,0,3484,50.63
07082013 0:00,0,3233,55.21
07082013 1:00,0,3077,52.06
07082013 2:00,0,3003,48.23
07082013 3:00,0,2994,46.74
07082013 4:00,0,3056,47.06
07082013 5:00,0,3230,48.87
07082013 6:00,0,3572,49.56
07082013 7:00,1.5587055,3934,53.4
07082013 8:00,161.6599215,4183,57.49
07082013 9:00,1133.9574895,4373,59.88
07082013 10:00,2394.504046,4493,63.54
07082013 11:00,3310.1315775,4526,70
07082013 12:00,4007.8744915,4521,88.19
07082013 13:00,4328.96761,4515,93.26
07082013 14:00,4252.813763,4475,95.9
07082013 15:00,3899.5445335,4451,105.85
07082013 16:00,3090.242914,4407,110.14
07082013 17:00,1600.566803,4352,93.24
07082013 18:00,64.1295545,4282,70.31
07082013 19:00,0,4173,62.32
07082013 20:00,0,4115,60.18
07082013 21:00,0,3929,59.16
